,received1 low,received1 high,received2 low,received2 high,received3 low,received3 high,received4 low,received4 high,received5 low,received5 high,received6 low,received6 high,sent
293,(0.04351193213312733+0.8969209291326365j),(0.1490305061021451+0.8859978461297562j),(-0.17919138972300463+0.896546070585592j),(-0.1651860562605742+0.8578069837689202j),(-0.23509275341034813+0.8866685758641971j),(-0.24183685646288156+0.8461675091382405j),(-0.3515324577861768+0.8850134798472613j),(-0.32218792348193415+0.8304723003421742j),(-0.6288082215610786+0.7106232439260892j),(-0.602795781258436+0.6759098644332237j),(-0.687641912562583+0.5621557882872397j),(-0.7076135167318311+0.5840575668031791j),(0.35163987026170934+0.8204930306106551j)
294,(0.4026902250262818-0.9458148977700617j),(0.39074549244821727-0.9303208815459997j),(0.7073385895056066-0.805323667228943j),(0.6518271936648626-0.8210228680929568j),(0.6900483157435896-0.7971203749932552j),(0.7213884585798389-0.7900452503110778j),(0.8660215441292283-0.658570294538174j),(0.8555441874586075-0.6775793258252361j),(1.0121642311781938-0.3555873181943057j),(0.9927522047858726-0.34766997927885995j),(1.0389226662206095-0.16917577926200955j),(1.0270480496476528-0.2024702093139873j),(0.11721329008723645-1.054919610785128j)
295,(0.36053478421404916+0.8988951545389782j),(0.3724736262972054+0.9293511904608608j),(0.045755314354725116+1.0493880993592772j),(-0.010057967395268628+1.0008334791416151j),(-0.021075356749919928+1.0032276862952794j),(-0.044857363048638+1.0302915020766596j),(-0.21859813649718315+0.9765658193616333j),(-0.1639479142187798+1.0253718548151523j),(-0.47244453637739026+0.9342043060529627j),(-0.5324767654643165+0.8808766816054231j),(-0.6614081225595325+0.7681777577517587j),(-0.6821211079295944+0.787869138765933j),(0.5860664504361822+0.8204930306106551j)
296,(0.6106206606520778-0.18654791442931642j),(0.6920575942147461-0.18379980465781895j),(0.6803081171137109+0.03397289809447718j),(0.6789959651708128+0.06344554182417794j),(0.6686095922676021+0.06598424856408566j),(0.6799314702390269+0.07948040970238728j),(0.6500749812215165+0.182634631708042j),(0.7093326197308798+0.12000217354078777j),(0.5422530088537696+0.4146035549908773j),(0.5525107067839032+0.36204425609499935j),(0.4684036045270321+0.5432341182292364j),(0.5031650172400641+0.4807754789275746j),(0.5860664504361822-0.35163987026170934j)
297,(-1.0289726065992748-0.4336297142930365j),(-0.962039480941287-0.3977471261922984j),(-0.831088584613168-0.7341123779878065j),(-0.7713037633497661-0.6918590670059108j),(-0.7554180769003819-0.6788450908406353j),(-0.7438920168445032-0.7164348348112486j),(-0.683270009852312-0.8878668416758978j),(-0.6785644739264024-0.8534081339677997j),(-0.3484885242158555-0.9729796666029924j),(-0.3158248046136396-1.006316563827089j),(-0.1694531249234531-1.0528552383747896j),(-0.17539632019693072-1.0498076231806046j),(-1.054919610785128-0.11721329008723645j)
298,(0.6624442180740268-1.1752910112532973j),(0.6692984647981524-1.1774737654114174j),(1.010472127715176-0.9120019252888684j),(1.0152389882406867-0.8871453555627227j),(1.0707404193805488-0.8334710004778559j),(1.0551009755397391-0.8455673954230788j),(1.2525973877180498-0.6170320972811376j),(1.153246518580138-0.654287238446808j),(1.3180693071211036-0.1718472829787721j),(1.3106662303648604-0.2375594471066921j),(1.2803831776713703-0.0293597633220029j),(1.362546520000782+0.010786978834661912j),(0.35163987026170934-1.289346190959601j)
299,(-0.44419532287113583-0.4878434927175979j),(-0.4746662428047626-0.49457480365342543j),(-0.28732633427281384-0.6286534958811212j),(-0.28903698517865994-0.6111046628373225j),(-0.28988182268741614-0.7182176124279203j),(-0.2142036935101212-0.653167388879863j),(-0.2085405925684644-0.696874049802845j),(-0.15136216519848872-0.6651560275456494j),(0.08213443519198849-0.6497283880154546j),(0.04604671523562938-0.6699972272886944j),(0.18801087269329345-0.6937268402965677j),(0.1883615612005877-0.6944657189065445j),(-0.5860664504361822-0.35163987026170934j)
300,(0.010859234525235795+0.9948435326483545j),(0.07913565272875309+0.8811148155867543j),(-0.19560503178175798+0.8461059447055984j),(-0.1986493984911819+0.8986319997382537j),(-0.28195118504191863+0.7469601680368556j),(-0.24264333303443059+0.843113914686583j),(-0.3042052429939818+0.8743497594378532j),(-0.27431829519143636+0.8277534894628045j),(-0.6359467955325453+0.6489874699015928j),(-0.5781638665965078+0.6685638447879055j),(-0.7336703274342161+0.5486200517425629j),(-0.688617691342841+0.5552816731656043j),(0.35163987026170934+0.8204930306106551j)
301,(0.4502485178571048+1.412523563191408j),(0.4199748839615006+1.4791433966185195j),(-0.08472154342622705+1.4945300394227627j),(-0.0673062281793911+1.5357960515633229j),(-0.1438559763905153+1.5764614013225773j),(-0.1401804454054982+1.5159536088364622j),(-0.3239873848834351+1.5536327802962187j),(-0.33914241805607176+1.5295361253315418j),(-0.868423525657446+1.2757330956524064j),(-0.8418995237786431+1.2699928310909991j),(-1.0737710176311186+1.1360313894032268j),(-1.0348871560684922+1.1192272836845363j),(0.8204930306106551+1.289346190959601j)
302,(-0.8105649623722716-0.13049876792855486j),(-0.8732208881748281-0.1413870085993139j),(-0.7542997773659471-0.34917153954082963j),(-0.7419353468913746-0.3655014625023045j),(-0.7602772182798974-0.3404763896348556j),(-0.7299496745578141-0.3768373158359412j),(-0.6554179151730725-0.4712589518915442j),(-0.6876692120600937-0.4543292390508677j),(-0.4732701204072416-0.7213420632477427j),(-0.45920646811799015-0.707018868360297j),(-0.39528275486023895-0.6977488235333777j),(-0.3106948639913598-0.7797323582611676j),(-0.8204930306106551+0.11721329008723645j)
303,(0.10423157290475146+0.16579280267808683j),(0.03939820477149752+0.13304097677310026j),(0.02917769532536052+0.17159807635292146j),(0.009729470162877694+0.153991123120454j),(0.01880325191538642+0.1763089557359043j),(0.0024837473689772877+0.13284972226718317j),(-0.02574278361285608+0.12852845525395643j),(-0.06583888385000711+0.15821694436960035j),(-0.08095349604840135+0.19620409560224716j),(-0.07460092994413835+0.14444512678158575j),(-0.03529310175655799+0.21564557233402246j),(-0.06574935195424891+0.17616222993743616j),(0.11721329008723645+0.11721329008723645j)
304,(1.404418068557672-0.4611130367790003j),(1.453625929299317-0.47591332199752195j),(1.4979241178850893+0.07993325533064072j),(1.5149599652544334+0.08035360966550041j),(1.5889528462342333+0.10226743298946808j),(1.494908000676344+0.13656309535726474j),(1.4723963858218743+0.38589154502374945j),(1.4870481877953792+0.30292471261686144j),(1.2953368271087655+0.8276066119597878j),(1.238516455035778+0.8317113479041144j),(1.1303658975991688+1.0501764208088198j),(1.1177914354090592+1.0322637377497856j),(1.289346190959601-0.8204930306106551j)
305,(0.08338188824017802+0.0595975445884326j),(0.11606607753596601+0.13788559449333498j),(-0.010330593643350323+0.08993338285625321j),(0.03065355040010046+0.15425632400801031j),(-0.020527127356361745+0.12221391530877676j),(0.028304625323221477+0.15254271752628284j),(0.013671412569500779+0.09182441518358249j),(0.025866052661563353+0.1506542895615612j),(-0.06359721249287892+0.18709081958881874j),(-0.07341731205641791+0.10178285510161487j),(-0.09563043957368207+0.18313596356532877j),(-0.10940019341258778+0.16789446025983862j),(0.11721329008723645+0.11721329008723645j)
306,(-0.18660563921552448-0.8513349581181163j),(-0.14188058051386304-0.8965429333759417j),(0.1446702805906979-0.8959816520076826j),(0.16651929451806477-0.8674220321685406j),(0.19244473271321802-0.8799879216093865j),(0.2274709307076913-0.8862932078083696j),(0.32619500340762503-0.8924042431972046j),(0.3222294438967485-0.8101074004464576j),(0.619465386698785-0.5975775276036249j),(0.5865010911015642-0.6946383189102957j),(0.725971894319522-0.5638036066769657j),(0.6522842646858168-0.5418485166747039j),(-0.35163987026170934-0.8204930306106551j)
307,(-1.1522107465257851-0.9305240409131188j),(-1.083269854603709-0.9139694481061202j),(-0.7485420022848422-1.2198438266873415j),(-0.7259221653361733-1.2266663940567233j),(-0.6615791604835853-1.2247384538492512j),(-0.6189191351545156-1.2369214601436667j),(-0.5049030961193837-1.303543714079531j),(-0.5056329968464537-1.2824098107997781j),(-0.06034599021436285-1.412794240274928j),(-0.006874286272984058-1.4633972972548552j),(0.2779269279719053-1.3598380530020837j),(0.22371634034819599-1.3759355553528343j),(-1.289346190959601-0.5860664504361822j)
308,(0.9723346272072471-0.37059617880663376j),(0.932704226460566-0.3589175776186659j),(1.044778791476109-0.026045649623964284j),(0.9745101988541583+0.02819477622859301j),(0.996247899001123+0.03342316863288782j),(1.0556664972306815+0.07426002193720707j),(1.043251248271938+0.12133761543028775j),(1.0490109488693178+0.14359359774593522j),(0.8209865748490852+0.4809748954173719j),(0.8803585418841987+0.49127242166532314j),(0.7710059350965756+0.6358814175948037j),(0.7186864547088929+0.6464997051485826j),(0.8204930306106551-0.5860664504361822j)
309,(-1.1172860001973415-0.6421973996156618j),(-1.152825732030872-0.7379447210416531j),(-0.7901554577274704-1.082528128686509j),(-0.865500684507321-1.0170102987970648j),(-0.8160354935821764-1.150108983181141j),(-0.8115733447772028-1.064001594950284j),(-0.6569992357939869-1.2000060332863332j),(-0.6337960677790667-1.1456518741256358j),(-0.20902495412803507-1.3496726830272703j),(-0.21082237584069202-1.3293995376811427j),(-0.037450671678558235-1.3779487954692873j),(0.004402129576853153-1.304372240715667j),(-1.289346190959601-0.35163987026170934j)
310,(-0.4446085161217216+1.295585766671235j),(-0.4221827579723786+1.2147410788629205j),(-0.8155916952828531+0.9189627623186495j),(-0.8719943847778127+0.9490003107529797j),(-0.9168530772030763+0.9020208859994624j),(-0.9181933281533358+0.9111106181447591j),(-1.0147249907762959+0.8650122879300775j),(-1.0359387005554244+0.8199840777937777j),(-1.2042549003264624+0.36920175137962097j),(-1.2269994255162942+0.39943019943782104j),(-1.287267204478358+0.16674914614971642j),(-1.272662578184656+0.21574791136319701j),(-0.11721329008723645+1.289346190959601j)
311,(-0.9616223845721756-1.1542874783826653j),(-0.9965500243512082-1.1066722815940009j),(-0.6069665924927892-1.4471996557570421j),(-0.531910077465887-1.4263804623093563j),(-0.5062196542612456-1.4693622654244556j),(-0.5295862154636928-1.4632268254101473j),(-0.33067657333534456-1.4372588871024679j),(-0.29739035298589983-1.5040637391139475j),(0.19364897419378382-1.5476636010476166j),(0.23618431012356603-1.529901024301921j),(0.4053060721018341-1.4312054996226853j),(0.46464824956794293-1.466014432918501j),(-1.289346190959601-0.8204930306106551j)
312,(-0.6452989458098158+0.9092698282876777j),(-0.6209903770349676+0.939950921600395j),(-0.9204501597832749+0.7120495687022195j),(-0.9169684030947386+0.6329273833454346j),(-0.9183344343911928+0.6125968605140111j),(-0.9410524071652034+0.6507389659747865j),(-0.9679382907221832+0.47503060010697407j),(-0.9848717527928368+0.49786121764802316j),(-1.0968194543472969+0.14102525590265988j),(-1.0513952162705422+0.1298113752846707j),(-1.139179370301736-0.05024999355070307j),(-1.1055569439702833-0.07813742568075045j),(-0.35163987026170934+1.054919610785128j)
313,(-1.012962975603345-0.396276710479902j),(-0.9218840891294854-0.45940843265247505j),(-0.7458086273537026-0.6463807367828792j),(-0.7752006434781364-0.680407636444323j),(-0.7467581055094928-0.7671133956099809j),(-0.7745964437041857-0.7330361191296264j),(-0.6840309237466294-0.8521596537448143j),(-0.6522184754745942-0.8454151526892649j),(-0.3259319192352517-1.0565481379103074j),(-0.3332281451572504-1.0042150964645105j),(-0.2547996159778165-1.0959092408516697j),(-0.14367318669871057-1.0618160302439472j),(-1.054919610785128-0.11721329008723645j)
314,(0.43671026470272795+1.4733665705983072j),(0.38851903190956705+1.4671163642027476j),(-0.053380970676152446+1.5114748496193495j),(-0.04830347617709259+1.5340959362230182j),(-0.15699783818832885+1.564915611771591j),(-0.17562497780910846+1.5144532289753807j),(-0.3128762909509291+1.5278639041535091j),(-0.3647346709491015+1.4965967350490976j),(-0.8809233445423321+1.3283474350792488j),(-0.8154351375128754+1.2773129776564827j),(-1.0016839763004144+1.0615867974147832j),(-1.0143361896265164+1.0852329705670691j),(0.8204930306106551+1.289346190959601j)
315,(-0.3967259859446519-0.9658581521519597j),(-0.3474932675938579-0.9667769757410006j),(-0.02953925416159298-0.9616851251928193j),(-0.017993001205180853-0.9880435421175974j),(0.03940529558442717-1.0191399944195665j),(0.05521052749770243-0.9931728419131847j),(0.07171750483550074-0.9625855684568878j),(0.14706627294807983-0.9741784225513642j),(0.5281985636738502-0.8850272413579306j),(0.4938188426696844-0.8811522597472463j),(0.7183059782844108-0.7372524913433903j),(0.6228543560388733-0.7900583872329867j),(-0.5860664504361822-0.8204930306106551j)
316,(0.6860681735368767-0.9398411225070347j),(0.6358439125068525-0.8811033667768209j),(0.86759828972352-0.5788304195543618j),(0.8872864238088678-0.631286344290812j),(0.8848730879036915-0.5936973025815867j),(0.9343065190758594-0.6447458742240415j),(1.003242997333521-0.5829665389642232j),(0.996497556431714-0.49689505398487976j),(1.1495269205423688-0.12134171691953535j),(1.0852186582342658-0.1222412184730039j),(1.0797143041145032+0.08000748452865616j),(1.102913969487657+0.08358309145678353j),(0.35163987026170934-1.054919610785128j)
317,(0.536836072169542+0.42719313142542437j),(0.4610033039700434+0.4664995433259605j),(0.31960737840821674+0.7068371621290976j),(0.25478428535446795+0.6013178475063105j),(0.21743529401250342+0.6611650522597815j),(0.2640564791106618+0.6331449902024376j),(0.17951299862959003+0.6430121350088233j),(0.18226450829597876+0.6675720151134942j),(-0.09422917526448274+0.6940074460932992j),(-0.08260918259008933+0.680103911994735j),(-0.17988320351285056+0.6907179769975254j),(-0.1796663669161232+0.6286565793563257j),(0.5860664504361822+0.35163987026170934j)
318,(-0.5398642978293914-1.249883706635549j),(-0.49416240872105555-1.2099600936937354j),(-0.09759426609369404-1.3050547641311094j),(-0.051565299299672365-1.2935163564451428j),(0.0388419235381868-1.281374808135175j),(-0.0020866445303379605-1.3713567310283177j),(0.20221708803803695-1.3109574089016185j),(0.16662628620558653-1.335285284164687j),(0.6234869154237791-1.0738796656132226j),(0.6270802252741813-1.1800383944856887j),(0.8138663420005188-1.0684042186419205j),(0.804095902005897-1.038364975894308j),(-0.8204930306106551-1.054919610785128j)
319,(-0.6255149708879971+0.9199287148440712j),(-0.6671052155480186+0.9471802243194786j),(-0.7921889928401025+0.7039037910720842j),(-0.9162668731993765+0.688051740233784j),(-0.8874306615058436+0.5495517086450601j),(-0.9365399145597502+0.5910896707319749j),(-0.9528690827963722+0.4729727050737133j),(-1.027165388191283+0.4690711522619091j),(-1.1245474693418374+0.12928601059424727j),(-1.0853863179924668+0.07524176150763116j),(-1.1564223320215492-0.12024186259929304j),(-1.117610050182386-0.09624332882658788j),(-0.35163987026170934+1.054919610785128j)
320,(-0.41940172196882936-0.4668487469216154j),(-0.46791623743527966-0.4619926001127342j),(-0.23505858783667033-0.5966895281654767j),(-0.25944650040437056-0.6112278578981101j),(-0.31323644588282196-0.5991010935450081j),(-0.26171175571922056-0.6415377345105212j),(-0.2024882642184975-0.6441492635465152j),(-0.17137154431114343-0.6977626243338746j),(0.0929244091947379-0.6671625147571763j),(0.057432299545722834-0.659634428357209j),(0.17097285489215847-0.6570154527799698j),(0.185748568257266-0.6533653461792459j),(-0.5860664504361822-0.35163987026170934j)
321,(0.2035320247030905-1.3252104224939587j),(0.2369036298233901-1.298509706137031j),(0.5778946936092069-1.0918811643053317j),(0.619263702817508-1.1075112779231702j),(0.6232599291974268-1.0713179840349865j),(0.6698309651466776-1.1013999032052368j),(0.8283784495600256-0.9157144397392798j),(0.8111493421352046-0.9847179709820785j),(1.1108928470256183-0.6560193492577328j),(1.147738726204483-0.6048280781685677j),(1.2358421963426065-0.5091412275845008j),(1.2192261337580699-0.45149418215323295j),(-0.11721329008723645-1.289346190959601j)
322,(0.14488289641963073+0.734709968183677j),(0.17912951185401638+0.6238329851092337j),(-0.05066514846225719+0.6985850740894898j),(-0.027814317913493553+0.7104064974619319j),(-0.13140928388952391+0.6186027531533158j),(-0.0700986732666716+0.6765168048194165j),(-0.16508328149976975+0.7264744749746419j),(-0.15202360120072542+0.6713228834472984j),(-0.3859758329295026+0.5930645027620203j),(-0.40679837714286887+0.6316669696581336j),(-0.48892656659504063+0.47662272433407715j),(-0.4611070393217394+0.5183709445158221j),(0.35163987026170934+0.5860664504361822j)
323,(0.06637286331706768-0.7996761530271002j),(0.12614771464461308-0.8543593332122736j),(0.4158995801936397-0.6918660256741949j),(0.3337497354321204-0.7766402443773056j),(0.3878610963728-0.7862879958025717j),(0.4105933012787901-0.7033541921176251j),(0.5065925281504243-0.7660079961392494j),(0.49424533069600435-0.6402623895642675j),(0.677261915375174-0.4522257023164222j),(0.7066864450448769-0.46206306822651405j),(0.7745880678606887-0.32577398484269315j),(0.7357928628637002-0.33118796897119424j),(-0.11721329008723645-0.8204930306106551j)
324,(0.2623237080207095+0.698337248953457j),(0.16771798565937832+0.660214284642303j),(-0.09360773670431237+0.7107117261853395j),(-0.057217951822015715+0.679523571438639j),(-0.09392562144742536+0.6776995936403105j),(-0.052399293961743545+0.658449160152514j),(-0.14319970042581331+0.6760931609477479j),(-0.17808743572419938+0.691996293404868j),(-0.3515579645830643+0.5565585649104341j),(-0.3656546272345928+0.5705586499168802j),(-0.48534892590655776+0.5058141588387669j),(-0.5140889317946773+0.4816189071268379j),(0.35163987026170934+0.5860664504361822j)
325,(0.6728864627501152+0.05861097859713528j),(0.5589438267633522+0.07346030345604691j),(0.5485889231335933+0.18546130881040068j),(0.5830683825304985+0.2497921126905529j),(0.5253180473559764+0.18825850375160783j),(0.5036108260707828+0.2470774968669102j),(0.46372325807567405+0.32723983660094613j),(0.5073761726900334+0.3150875551549032j),(0.3720338854263381+0.45066514040237415j),(0.3474537997696272+0.46257802489650557j),(0.2921806610202505+0.5453296101186424j),(0.30004816123729716+0.5678910937799941j),(0.5860664504361822-0.11721329008723645j)
326,(0.6288518692808018-0.6638988608656118j),(0.5551671342897557-0.7008684526025203j),(0.7194726787582449-0.5168754480574942j),(0.7880417838918522-0.47901168279404066j),(0.8052014478165871-0.5215085175791969j),(0.790863286904459-0.4142214197461888j),(0.8661721167844609-0.2963379651931354j),(0.8392657380637397-0.29252727395751016j),(0.893484166312419+0.013559570368188167j),(0.9115552206454995-0.0128874773879433j),(0.8141094799887537+0.11279586240347976j),(0.8969239611230123+0.07943810223918088j),(0.35163987026170934-0.8204930306106551j)
327,(-0.11877107647023202+0.02821114589759985j),(-0.1923618166370768+0.07722725448474013j),(-0.13092968407400588+0.10629155843290952j),(-0.19288198465180234-0.0014259077723940625j),(-0.18246796178653066-0.0603767266770929j),(-0.16416019761217798-0.012264325890771338j),(-0.13642091652934915-0.08390024793795157j),(-0.12712977096039077-0.04293406015930291j),(-0.12813129023826808-0.11488794359048407j),(-0.12957906922872087-0.06271707370207778j),(-0.14979303975095892-0.04586094779019169j),(-0.1278270150813135-0.12191425249475127j),(-0.11721329008723645+0.11721329008723645j)
328,(0.748289157423906-0.46088472745352405j),(0.6875748761440811-0.40646469326290957j),(0.8308986624723323-0.14264169661501622j),(0.8545347861066377-0.11546135685743741j),(0.7605661499267597-0.14800197297022444j),(0.8186225252686713-0.1495846965875378j),(0.8527770208399498-0.029900659342725542j),(0.8073986913493453+0.0027384998028922867j),(0.770963883479556+0.2621293762215615j),(0.7722422758831184+0.267780036723595j),(0.6837399139562849+0.40830738138975037j),(0.6974313191742014+0.4205908648837236j),(0.5860664504361822-0.5860664504361822j)
329,(-0.13418424048828467-0.910222703890102j),(-0.10087290238648891-0.9015965739662691j),(0.22664726081019126-0.8362219892399226j),(0.1794577174425308-0.8685167414397811j),(0.14898707165894615-0.8402166531971764j),(0.24623667599344654-0.8739461249839854j),(0.3844081653572112-0.8347795274638392j),(0.36915867811427583-0.8243390986120517j),(0.5145196562038032-0.6188903961954337j),(0.6041518006353432-0.6989268052725921j),(0.720965795459091-0.5761972067290594j),(0.741474601928857-0.5579483030787215j),(-0.35163987026170934-0.8204930306106551j)
330,(0.2747057822301848+0.9315794539969865j),(0.3667088827747301+0.9650924144654366j),(-0.04455149009992274+0.970292924725989j),(0.031825611599903436+1.053072538550551j),(-0.13295283518424156+0.9778507373637221j),(-0.028989318198469744+0.98995025801932j),(-0.1262513397469898+1.0374032926792274j),(-0.16553497599717104+1.0156499747806367j),(-0.5100525642464068+0.8280094553101423j),(-0.5102647361993777+0.8350790306673884j),(-0.6197063782313851+0.7718672369092404j),(-0.6220378116051745+0.7781528970620113j),(0.5860664504361822+0.8204930306106551j)
331,(-0.57462995096444-1.0121153006105874j),(-0.555288018298221-1.0213532546875774j),(-0.24166382825627647-1.0883240736519906j),(-0.2506127603503793-1.136823660148854j),(-0.18628588367012544-1.1607888573168232j),(-0.13328246564056864-1.1433736725069528j),(-0.01717990365298388-1.189472117602245j),(-0.02177355036627206-1.1705332436361382j),(0.3671124006048495-1.0491007653617226j),(0.37430032838592486-1.0714959022564465j),(0.6036450124457076-0.9965606684808851j),(0.5333322465227326-1.0214648365339425j),(-0.8204930306106551-0.8204930306106551j)
332,(-0.6893791985520382-0.8152167663277404j),(-0.6064244564715711-0.7832036986225812j),(-0.31239767972990146-0.938105660535694j),(-0.31745184759225187-0.9745979272989765j),(-0.2648724414192487-0.8944409818182648j),(-0.2864708669168186-0.938615684256873j),(-0.15797976073568282-0.920771450270415j),(-0.18589417863853347-0.9552381795151134j),(0.18633157634156766-1.0082907225374775j),(0.19483989463009968-1.0128438272595026j),(0.34780572303266677-1.0052011980973345j),(0.38876780641023984-0.9663960442831123j),(-0.8204930306106551-0.5860664504361822j)
333,(0.7653642869490053+1.0743468527257554j),(0.8144432459672957+1.0736482551290305j),(0.28366303321382935+1.3023876297866344j),(0.40170361035489316+1.2930082637496798j),(0.29004064166014093+1.332913025010269j),(0.3209689892481439+1.2847107923046597j),(0.22673804895406596+1.3288039497764736j),(0.16063991118156037+1.3417100631811476j),(-0.3074198794184469+1.3336320570866975j),(-0.3425864100305735+1.327461911158918j),(-0.5035458665206493+1.1439309604193293j),(-0.5121992382428572+1.2227655703977667j),(1.054919610785128+0.8204930306106551j)
334,(0.40771154506844215+0.6995775473631469j),(0.39864421259668675+0.7764470900472091j),(0.12906927192349826+0.7692068584840733j),(0.1703424340145423+0.8242169883591398j),(0.06683259465229441+0.840464769445122j),(0.13183270984342144+0.8177942631699335j),(0.05670597873534304+0.8016957893384814j),(-0.0394047203149331+0.8486386789582243j),(-0.3507557198472171+0.7816383624592586j),(-0.27328299070831263+0.7430092014516596j),(-0.44176983635822215+0.6178947444181363j),(-0.44216072525232425+0.7385407867166041j),(0.5860664504361822+0.5860664504361822j)
335,(0.013813189863836402-0.6332228669533629j),(0.05629513442932573-0.5896686211369272j),(0.2425383251841243-0.5979833419411319j),(0.271693141121123-0.5392043457832779j),(0.27439132663778143-0.5751614961821491j),(0.2528480820668789-0.5437115693338305j),(0.3470310540693108-0.5125980336176119j),(0.3518873301436742-0.48731492375468083j),(0.5152346455484772-0.2944808231304627j),(0.4925200414514397-0.36818727283332664j),(0.5435796764517861-0.26508737764376383j),(0.5433083714899932-0.31372359331277355j),(-0.11721329008723645-0.5860664504361822j)
336,(0.8986164376292005-1.0570805646403685j),(0.8893467247622161-1.0623264666434404j),(1.1958745402986906-0.772555461926945j),(1.2509669551073752-0.7026297954224664j),(1.2230297899695468-0.6429595956302432j),(1.2240098852450376-0.7135368465295026j),(1.3595485336301028-0.4878943806568607j),(1.31276285030428-0.490559357666109j),(1.4588558364318387+0.03147796253322564j),(1.442893120639743-0.01038881811652098j),(1.3358473197711584+0.20297273066797547j),(1.3712061148596297+0.23609867581065352j),(0.5860664504361822-1.289346190959601j)
337,(-0.9214818819480878+1.0110838580456547j),(-0.9054443681480446+1.0790574046644164j),(-1.2884530437771184+0.7243321473294337j),(-1.2224870277338835+0.7050522334853185j),(-1.2862824044210384+0.6553672354977018j),(-1.2784218976140393+0.6872946150746528j),(-1.3495149913220124+0.5488100641874248j),(-1.286319093941432+0.49698490648939664j),(-1.401634962513811-0.020588840294581943j),(-1.4605358509053568+0.012771522596774745j),(-1.3658783116167257-0.24051319369017582j),(-1.390902745805203-0.2494815249216369j),(-0.5860664504361822+1.289346190959601j)
338,(1.07568897076166+0.15815873934689378j),(1.109793397644665+0.20175233078950183j),(0.9518283031424667+0.5052125473480636j),(0.9084098515339417+0.4742213869171727j),(0.9424520309938524+0.5745457840139656j),(0.9111405754255986+0.5139202583561013j),(0.7379915149234589+0.6316127254102226j),(0.8779553064169255+0.6484707840444874j),(0.517456919486276+0.9388162675026839j),(0.5286516991589545+0.9011342694386629j),(0.3264898973281186+0.964864111274893j),(0.36243950126527225+0.9558342266159198j),(1.054919610785128-0.11721329008723645j)
339,(0.708821174541459-0.44602007963715185j),(0.7588656775772725-0.45535280125769845j),(0.8409261721418244-0.10250676662835352j),(0.8327283288549102-0.11909397582152745j),(0.8217363328991839-0.05238701002176799j),(0.8325344869884683-0.1319405315823143j),(0.8337614874329192-0.013023668485102665j),(0.8291316299545246+0.04307200228687668j),(0.7908182576298669+0.2908479772469545j),(0.795951632744007+0.29271801818029175j),(0.6966526227632696+0.35848233693420944j),(0.7377882536485576+0.4015605547715638j),(0.5860664504361822-0.5860664504361822j)
340,(1.02009452804879+1.1822356651535737j),(1.0554654946416673+1.1360614888936147j),(0.6409845573025781+1.4081796536957705j),(0.5719686792315695+1.4351307558098425j),(0.5659454460647508+1.476173582032082j),(0.5259447761306868+1.4072823735220732j),(0.3660064289642305+1.5070112503641324j),(0.3596506806902824+1.5140249916026656j),(-0.17026054041112518+1.5220279573198554j),(-0.2155499780467917+1.509747152961055j),(-0.4390715433641459+1.4556869237900891j),(-0.4712537402749859+1.4381663224733328j),(1.289346190959601+0.8204930306106551j)
341,(-0.5157648544405559-1.0328287508771503j),(-0.562130349490111-1.0006523418405842j),(-0.22148632797531184-1.0895260624291865j),(-0.1963261933153314-1.0893895336644654j),(-0.10127380164710664-1.1713857376855499j),(-0.12819100844610185-1.1327197162354021j),(-0.04391240930680729-1.1850730258013191j),(-0.02700814085338977-1.1683885464211543j),(0.4093698163137014-1.024308755169016j),(0.39078187004033116-1.0668495512608924j),(0.5803025409540646-1.0275373139007415j),(0.5776762352149317-1.001886419695975j),(-0.8204930306106551-0.8204930306106551j)
342,(0.32955148080738456-0.9724404096712045j),(0.3968120487867897-0.9987275221174066j),(0.6419865088147524-0.8189086133587924j),(0.719344375645837-0.7656963854457056j),(0.7896326038734489-0.8209987931062181j),(0.7138270146511844-0.7654009102172464j),(0.8561694849867622-0.681099511542786j),(0.8205656864817169-0.6331740428052783j),(0.9613512387887744-0.43977101262841856j),(0.9862933544017555-0.37921794873002634j),(1.1097678184407458-0.09819411553625004j),(1.0550762030130658-0.16437328630308015j),(0.11721329008723645-1.054919610785128j)
343,(0.12055881676048678-0.8287182187862273j),(0.12549495933695395-0.8003414736759492j),(0.33948728950276796-0.7402121253371673j),(0.34057426297449683-0.752713780824714j),(0.3791618517445675-0.7320394929626824j),(0.426813194965931-0.7143582217717324j),(0.4417669859888935-0.6726583926841265j),(0.5330521228303312-0.6385726901975122j),(0.698028278933795-0.40940812379926445j),(0.7135886213778688-0.4409326232050805j),(0.785159571232764-0.3643431582714025j),(0.7785055820972191-0.31487076409463166j),(-0.11721329008723645-0.8204930306106551j)
344,(0.6111458588444437-0.651281101570497j),(0.5359351437652536-0.6998141887451939j),(0.8006012869625889-0.5448516366978526j),(0.8135120339395723-0.464694627527662j),(0.6951072170453791-0.4266701283282346j),(0.7375975069128456-0.36972749991115084j),(0.8333248113974585-0.30321782313132695j),(0.8574451796021694-0.3048067262161412j),(0.95938447843085+0.049117650139422916j),(0.9478455476653083-0.027996717930469574j),(0.8196410453126057+0.15060193053821294j),(0.8728079275561621+0.16809289631434782j),(0.35163987026170934-0.8204930306106551j)
