,received1 low,received1 high,received2 low,received2 high,received3 low,received3 high,received4 low,received4 high,received5 low,received5 high,received6 low,received6 high,sent
345,(-1.420310948472189+0.16931224080584403j),(-1.455874486456587+0.20278654666458495j),(-1.3941955043523089-0.2658213255019277j),(-1.397216395867728-0.25372658511512364j),(-1.4699647927093649-0.28531943786353586j),(-1.4129889629132348-0.3138334106403246j),(-1.3179830066234304-0.5200214810302466j),(-1.3284141933134643-0.481108287218815j),(-1.074560887898702-0.9237834950717072j),(-1.0688984950466538-0.9395148138675116j),(-0.8966832305600555-1.1261993075379j),(-0.8687201384409493-1.0696238825763742j),(-1.289346190959601+0.5860664504361822j)
346,(0.3898205646791455-0.025359606167735003j),(0.3465696860145205-0.011410393274695736j),(0.3931468175188012+0.07077070303497254j),(0.34223254997073393+0.1195637567917036j),(0.4189563432528919+0.07498326942798259j),(0.34094086240184895+0.1048486105136638j),(0.306371544584338+0.12491271417676586j),(0.35877864985847835+0.18681464479592597j),(0.19230953958654098+0.21003513379088176j),(0.23664772976273196+0.2856573756195708j),(0.19632741412115945+0.30165105491177685j),(0.23576679301105916+0.30852102208617493j),(0.35163987026170934-0.11721329008723645j)
347,(-0.5828787269507554-1.042273883820648j),(-0.5957615161448261-0.9958676803423896j),(-0.1622021266935584-1.1242312005394615j),(-0.1362866088267614-1.1558485730326868j),(-0.19381550837654038-1.1699500501997262j),(-0.16817346480710754-1.137656485342898j),(-0.008231658672686056-1.2124151580567044j),(0.020932224482094433-1.1534033909779984j),(0.4096588930795785-1.1532732359923448j),(0.42476132132574645-1.0791529230951395j),(0.6123670134582069-0.9863257776543314j),(0.5915978779991866-1.0511596585345853j),(-0.8204930306106551-0.8204930306106551j)
348,(-1.2067543416003719+0.24004424095576488j),(-1.149814959191591+0.2811080653289272j),(-1.218476782291307-0.2738338337558143j),(-1.2014179588889773-0.12211217029759418j),(-1.2094031824363518-0.176991892838507j),(-1.1813690387054219-0.15575209873007873j),(-1.081144258103415-0.304073187943294j),(-1.1678700982302652-0.33676830754538634j),(-0.9347116934374217-0.673377935209653j),(-0.9820395858076841-0.6780710969815718j),(-0.7727670765568966-0.8105870740563401j),(-0.8476258638263383-0.8555362694475347j),(-1.054919610785128+0.5860664504361822j)
349,(0.6978297070259746+0.603040624412751j),(0.7067971190761395+0.5846431640954519j),(0.40748566746361475+0.7794081963112158j),(0.4247485128240166+0.7601086674395461j),(0.43164477390299943+0.7555247907625179j),(0.4183938905659757+0.7922925943530785j),(0.3211996365531668+0.7433334124295458j),(0.3639872905740265+0.8352478338801719j),(0.011299041366812817+0.8559316569716069j),(0.02955555914646098+0.8856787431627497j),(-0.11155722905917109+0.8709323792741015j),(-0.15182497413283452+0.8729828615836601j),(0.8204930306106551+0.35163987026170934j)
350,(-0.45187173876461423-1.0808353169969878j),(-0.5646164946224884-0.9435301682557528j),(-0.17494201145180485-1.1594326358126625j),(-0.18620614795425294-1.1355373331839598j),(-0.14107192693233273-1.1384621447203076j),(-0.13334188902058927-1.112575814999848j),(0.06087169530757015-1.1108601990259266j),(0.036539534043543015-1.1347220849202013j),(0.3914970906915616-1.156806740880785j),(0.4223640217032818-1.116309484041565j),(0.6121698702222163-1.0408792258920705j),(0.5753750235493308-1.030937793160285j),(-0.8204930306106551-0.8204930306106551j)
351,(1.4010443337612146-0.2012382698784939j),(1.3751032516159207-0.17749328980561857j),(1.2855133304847635+0.2931049535248179j),(1.366822106731902+0.26862451727268705j),(1.4033882221349645+0.3310091936575842j),(1.3823317666581496+0.3005400615493909j),(1.3004039902071103+0.5405273690931619j),(1.2991365535431914+0.4343410531174987j),(0.986356296777251+0.9403729198953461j),(1.0556500878413266+0.9487433817726157j),(0.9049160816203847+1.1197209969586894j),(0.9089130563180924+1.0620257513398816j),(1.289346190959601-0.5860664504361822j)
352,(0.29683930813953563-0.7039375857737634j),(0.31328323276317815-0.771293005138668j),(0.5959758290148642-0.5833125377648654j),(0.5303207588624961-0.6196169023824464j),(0.6153286340902039-0.6072554472120609j),(0.5699180683488073-0.5753887256511294j),(0.630044938960275-0.46229825862165j),(0.6578875473029969-0.5055031009787588j),(0.7520547500894151-0.2593272027647901j),(0.7611282298411179-0.2748632088678519j),(0.8271813105592236-0.09609047681273994j),(0.8407635493647625-0.08918263046368892j),(0.11721329008723645-0.8204930306106551j)
353,(1.0600014199347763+0.20326571596828108j),(1.003258268419398+0.17901844036253686j),(0.9246978100479823+0.45178732029841867j),(0.9732593543748976+0.5397605114792743j),(0.8803880037303413+0.5474446303704931j),(0.8906990844307174+0.5341019610115775j),(0.8266698244387101+0.6657804039652967j),(0.8312532231446185+0.6539929152890549j),(0.5604411824911578+0.8435492702707122j),(0.5510817073274046+0.9264331303533988j),(0.3698210780052379+0.9924650254778732j),(0.4095547916261498+1.0131144255085587j),(1.054919610785128-0.11721329008723645j)
354,(-1.0354455807056737+0.5199483025706637j),(-1.0147808716067066+0.5464537794534992j),(-1.0668499277496737+0.22816463367727882j),(-1.137484247154992+0.20049661658500312j),(-1.1023441441580997+0.14073773756791388j),(-1.1003371491675478+0.16349789018461386j),(-1.117441617419978+0.015215342536675253j),(-1.0948932436618728+0.015656171646068476j),(-1.1368849520153728-0.43956506671740003j),(-1.0538389376868522-0.3862306052392111j),(-0.9886980182499685-0.5939000534260288j),(-1.0213319423833307-0.576232247201932j),(-0.8204930306106551+0.8204930306106551j)
355,(-0.03775615888928323-0.10849644699702524j),(-0.08724048142757221-0.17182983493272094j),(-0.015990457075279248-0.2382200839890781j),(-0.02092783830110986-0.19847327570132856j),(-0.06812788337915253-0.17414169198321305j),(-0.04482934061162744-0.14473652242108348j),(0.01428197152264529-0.16987603272879254j),(-0.007198833818692134-0.17258023689524338j),(0.07699177163961196-0.19689565469982423j),(0.04972450308788033-0.15012143381098392j),(0.0891685783799746-0.14126354146951361j),(0.08081203231997103-0.1431661169683689j),(-0.11721329008723645-0.11721329008723645j)
356,(0.6382188636230302-0.13897322879298352j),(0.6579970638535882-0.17184684537929332j),(0.675909665807026+0.022583145975445067j),(0.6796348054755298+0.0103840654013116j),(0.6758911290667098+0.08216549619258368j),(0.6545683922113686+0.0998165210754185j),(0.6399302315177469+0.12502672037129625j),(0.6816512065101907+0.15948597549613194j),(0.5398312851034341+0.40687051358415804j),(0.5441416126458486+0.3822658524008151j),(0.511649523066843+0.4330624176439608j),(0.4961378349512575+0.49496125811656166j),(0.5860664504361822-0.35163987026170934j)
357,(-0.3184765086472815+0.6767318747061868j),(-0.36342298092083136+0.8064665254711747j),(-0.5850570708598163+0.6274151964346648j),(-0.5404027055523052+0.6195197613554049j),(-0.5569395411535036+0.5768867010426231j),(-0.5907946572639005+0.5770535875878415j),(-0.7005788107656282+0.4881144632152669j),(-0.6796876368617628+0.5235756729089874j),(-0.7833946541923733+0.25922061673312513j),(-0.7672413845986387+0.2241436607448063j),(-0.899406712997135+0.010742663030505958j),(-0.8224880819751761+0.10901878242556846j),(-0.11721329008723645+0.8204930306106551j)
358,(-1.326476209812938-0.00998914227085522j),(-1.3630240694303208-0.025145422801850288j),(-1.1815241795487739-0.4521018804668047j),(-1.250946632374047-0.4584646538125849j),(-1.186624421932601-0.479818213797831j),(-1.1731171470243613-0.5425556946742016j),(-1.1922449988265378-0.6562687718506993j),(-1.172164934396207-0.6518878932920785j),(-0.8711203484077575-0.9752462761445377j),(-0.876074608905784-1.0455865633374863j),(-0.6864824837821623-1.1656813524513612j),(-0.6420358850088204-1.1755520367159056j),(-1.289346190959601+0.35163987026170934j)
359,(-0.9060211418701783+1.0884082375682802j),(-0.8926428992706089+1.0753476097369996j),(-1.2289987771137394+0.7313835449345178j),(-1.2147270477291832+0.7394082021931488j),(-1.2639214137327233+0.6596910634185228j),(-1.2654479483037686+0.6503938371942766j),(-1.3732227052714556+0.4960712412301584j),(-1.2916392898675098+0.509011991999297j),(-1.3981764966275338-0.056026065981432796j),(-1.414296072000419-0.025052437040083187j),(-1.3335844403879118-0.265127782445179j),(-1.4188086191664808-0.1911752199538092j),(-0.5860664504361822+1.289346190959601j)
360,(-0.0052330911049816315+1.3795306628999529j),(-0.01994724195008813+1.3474406420883958j),(-0.4925439977640653+1.3090179514274767j),(-0.464999558766581+1.2577768630575248j),(-0.5427290389899149+1.251770041919834j),(-0.5013861840744187+1.2755573707109196j),(-0.658343970876127+1.1327984067787438j),(-0.6613818491985386+1.169677826996075j),(-1.0027693755016456+0.8613573781941538j),(-1.044679276043893+0.8560022593501921j),(-1.106280174995029+0.7377229080432401j),(-1.1443502038900888+0.6771042769912905j),(0.35163987026170934+1.289346190959601j)
361,(0.09749334593033035-1.4259089003246674j),(0.05071331926494693-1.3338386688594104j),(0.5098827129593809-1.3023248693775744j),(0.4402363172640727-1.2514299883290747j),(0.5079034409273475-1.3834720930333697j),(0.5217451996624127-1.2412214502054433j),(0.658879306586737-1.2057235130515778j),(0.6476152414812811-1.1174593681913962j),(0.964716548257669-0.9419382337010591j),(1.0331323122886116-0.8808395912744179j),(1.1442580840166803-0.6486538133267432j),(1.1246550854970587-0.6791722555826669j),(-0.35163987026170934-1.289346190959601j)
362,(-0.8997592257001649+0.12465926872732111j),(-0.8994121991466152+0.15174509329396602j),(-0.8587631235229473-0.14429909866471022j),(-0.8841356978688362-0.13958706344807487j),(-0.8539260259134789-0.22550951835513755j),(-0.8596015314605143-0.24032203025713436j),(-0.8091009506325643-0.3798644147526883j),(-0.808523299094676-0.3049279659187533j),(-0.685086605924543-0.5807553386582466j),(-0.6579653836868796-0.568830276454339j),(-0.5956187019506299-0.7111484837332174j),(-0.5484893029477055-0.7109073726296061j),(-0.8204930306106551+0.35163987026170934j)
363,(-0.14280611463194454+0.0044189080583212775j),(-0.1408437689373562+0.09056814284359771j),(-0.17251194689695826+0.015101389198831711j),(-0.18961301255685759+0.027084595897948552j),(-0.17385432235682785-0.02794988098503875j),(-0.1815653043965331+0.014809572184516277j),(-0.14340327726113733+0.005389304029593496j),(-0.16397337528187592-0.011633339794482086j),(-0.21346275536165674-0.05959113920248822j),(-0.13924018669261617-0.03857294371692799j),(-0.16035683719132734-0.07875410226249609j),(-0.1328785601001879-0.08680651418234249j),(-0.11721329008723645+0.11721329008723645j)
364,(-0.4044845488268701+0.01948432897643045j),(-0.3769640033913697+0.02522736886377419j),(-0.44188076572132345-0.15425518942176653j),(-0.4036076469293592-0.10981189685855175j),(-0.4074750879008681-0.03439313083201416j),(-0.35421147917832996-0.08931466036912244j),(-0.3778044955181459-0.20109605276931192j),(-0.3810811052007518-0.1496040566312317j),(-0.2656471158632528-0.28006554266605355j),(-0.2986762024696294-0.2574906672591548j),(-0.12319000496127086-0.32352297193731283j),(-0.22622849967915265-0.29470945432838114j),(-0.35163987026170934+0.11721329008723645j)
365,(-0.2498605883250262+0.35602067920068636j),(-0.2018107151746239+0.3139030354345658j),(-0.2683337793391921+0.19541981940023323j),(-0.3120135097611198+0.22083934601302202j),(-0.2720690620773005+0.1738556245577314j),(-0.3004244233285856+0.1855387746537643j),(-0.3915142255479762+0.13103733171348528j),(-0.3691979267410215+0.16538624198896942j),(-0.35398309056500743+0.01895260235379641j),(-0.3850289863028292+0.09287217950430826j),(-0.3647241846302666+0.019028273598323105j),(-0.37472190487282936-0.00951580554534346j),(-0.11721329008723645+0.35163987026170934j)
366,(-1.1626612929035014+0.26515814157158857j),(-1.1764117845501436+0.32313641877306276j),(-1.2539866459044782-0.1458110972568984j),(-1.21841523286813-0.1284779327741021j),(-1.181667271998894-0.14504837180770241j),(-1.2065891885214237-0.17888196256313885j),(-1.1477472574506595-0.36101632570436215j),(-1.191238250277149-0.33378595641114583j),(-0.9666382054066942-0.6680613096348914j),(-1.005776557696973-0.7441239829388767j),(-0.8905862972692433-0.8690884013898397j),(-0.8286812516963723-0.8672867651151237j),(-1.054919610785128+0.5860664504361822j)
367,(-0.25184853093409526-1.1761791187619228j),(-0.2587027322653217-1.1968336354546874j),(0.09083828132018157-1.1297693485890652j),(0.12057178836332287-1.1822266074729348j),(0.18264805011390264-1.1113124334954751j),(0.2192283018891895-1.1699333217150651j),(0.2777287860944268-1.1125335542988544j),(0.35255257946576674-1.1855506537002507j),(0.6930289529197897-0.9822076822483683j),(0.6771863770244797-0.9516274722095603j),(0.8760918819249667-0.9004573936842051j),(0.8315096889652122-0.8850159395961067j),(-0.5860664504361822-1.054919610785128j)
368,(-1.445542705593858+0.12120521571189928j),(-1.4117382451861955+0.231657439566325j),(-1.36219336428024-0.2713629805027923j),(-1.3643576865045925-0.30271646343232994j),(-1.3923029796222863-0.28432087357193686j),(-1.3728204174317182-0.3231359639992446j),(-1.3057299409405345-0.4874013567270014j),(-1.3461892343447854-0.4572512014865608j),(-1.0556059599086232-0.9659734847534436j),(-1.0798394600162755-0.9361276743942477j),(-0.8995638592919885-1.0987857166546673j),(-0.9229865101554203-1.0841894575675854j),(-1.289346190959601+0.5860664504361822j)
369,(-0.44489601805632395-0.5106446991459175j),(-0.46758658452945473-0.5023749681842776j),(-0.3563604067370252-0.5956576247284522j),(-0.2579639420146216-0.6092095118922356j),(-0.2529116277112441-0.6411320173601439j),(-0.2306886481684671-0.6264743770906889j),(-0.2203007675237043-0.6462489562648683j),(-0.14885115958281364-0.6277509952648724j),(0.052054544235314346-0.6621702253586296j),(0.05436505008255681-0.6908743690904551j),(0.1738737406160023-0.6049071015112045j),(0.2134081219865064-0.6796229007125738j),(-0.5860664504361822-0.35163987026170934j)
370,(-0.5303274405241287-1.173862271495127j),(-0.5145162043327898-1.206822500392268j),(-0.055483951058669476-1.3274305365017527j),(-0.06063244621333483-1.3596323626165148j),(0.0005405707274120861-1.3272415869345155j),(0.0008916926692343081-1.3291353215329396j),(0.13267078144299838-1.2869660058206371j),(0.17277602330339303-1.30629002537165j),(0.6398735154992431-1.181130578634638j),(0.6182443661348831-1.1658422592533724j),(0.7787149721616936-1.1461191494194471j),(0.7788417587169151-1.0860056942927467j),(-0.8204930306106551-1.054919610785128j)
371,(-0.11009091842091509-0.8798696275175699j),(-0.1329038527679739-0.8375960535935946j),(0.18620158103442094-0.8297323592365288j),(0.2164151903933813-0.8560988407348943j),(0.18981527958128416-0.8795949680172497j),(0.1920244106002685-0.8828707565209317j),(0.38390087305885046-0.8430494282819457j),(0.35142926787313433-0.8390216006779285j),(0.5730062254065199-0.7038555403676211j),(0.5414874390448909-0.6487666972493263j),(0.6867630361968192-0.5196700964941329j),(0.7012742045682425-0.5529734347387885j),(-0.35163987026170934-0.8204930306106551j)
372,(-1.022911148904297-1.1481944963460127j),(-1.0195320280446176-1.1204256316039116j),(-0.5534633328922238-1.420749121853378j),(-0.5805660461891603-1.4163723594328437j),(-0.5451552972961827-1.4539004434112528j),(-0.5153422813949068-1.4376340096686093j),(-0.3204597202226016-1.5555516989710623j),(-0.29067156676867184-1.496477976749013j),(0.23113311504882023-1.5725557300689652j),(0.1827611431185623-1.499954238103279j),(0.4326429399355072-1.4647077284111647j),(0.503720173386707-1.43798014372714j),(-1.289346190959601-0.8204930306106551j)
373,(-0.4792979472319227+1.1614670237642188j),(-0.45067695118325524+1.215981752795583j),(-0.7799808045604343+0.9825325431578087j),(-0.8482776807911128+0.9686887088217221j),(-0.8621333200914664+0.9350084450282851j),(-0.8658141754615453+0.9575854062579376j),(-0.9968899974192871+0.7917629182494207j),(-0.9896188357989028+0.8400676744441721j),(-1.2440455710514586+0.4386659359501125j),(-1.2189102603396504+0.431470204021764j),(-1.31342349573677+0.19557120041119824j),(-1.2728393757813137+0.23306322363920426j),(-0.11721329008723645+1.289346190959601j)
374,(-0.9003609227274452+1.1526145756524375j),(-0.9427434151718234+1.0859550491407177j),(-1.2042693243852063+0.6914316957756941j),(-1.2574679332715777+0.751878760134785j),(-1.3526014457303812+0.6398854950433567j),(-1.2910293281381926+0.6680482943541082j),(-1.2855396857566637+0.5469821286315049j),(-1.3394582051997734+0.4905362394589125j),(-1.4228212551095396+0.061406244573945244j),(-1.4351424607906766-0.003918588094777813j),(-1.4395425773041537-0.17764701720781653j),(-1.3906788288970404-0.25011550838996777j),(-0.5860664504361822+1.289346190959601j)
375,(0.9458870611312936-0.30730399851979j),(0.9560533067641044-0.3355932523643726j),(1.076445514188339+0.06291314399455697j),(0.9935589910276182-0.02229194967602153j),(0.8857386838282073+0.035679926766120876j),(0.9588067494815429+0.02299918436665315j),(0.995551145301709+0.15114262190074118j),(0.9878507263372526+0.19572906335004386j),(0.885761140011174+0.5640526827931405j),(0.8745997709035422+0.47929291589330325j),(0.8008147104512234+0.6898853245095106j),(0.7372623361413934+0.6582650735019803j),(0.8204930306106551-0.5860664504361822j)
